artifact,experiment,book,model,env_tag,host,backend,ctx,parallel,kv,arm,n,correct,accuracy_pct,validation,dirty,commit,elapsed_s,finished,endpoint
grammar_constraint__mushoku16__mistralai__magistral-small__local-llamacpp.json,grammar_constraint,mushoku16,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,8192,1,q8_0,oracle-free,139,81,58.3,ok,False,f4d2692f,114.0,07-27 16:58,http://127.0.0.1:8090/v1
grammar_constraint__mushoku16__mistralai__magistral-small__local-llamacpp.json,grammar_constraint,mushoku16,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,8192,1,q8_0,oracle-grammar,139,92,66.2,ok,False,f4d2692f,114.0,07-27 16:58,http://127.0.0.1:8090/v1
grammar_constraint__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,grammar_constraint,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open-free,162,77,47.5,ok,False,04a69e4c,135.1,07-29 01:33,http://127.0.0.1:8090/v1
grammar_constraint__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,grammar_constraint,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open-grammar,162,75,46.3,ok,False,04a69e4c,135.1,07-29 01:33,http://127.0.0.1:8090/v1
grammar_constraint__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,grammar_constraint,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle-free,162,84,51.9,ok,False,04a69e4c,135.1,07-29 01:33,http://127.0.0.1:8090/v1
grammar_constraint__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,grammar_constraint,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle-grammar,162,83,51.2,ok,False,04a69e4c,135.1,07-29 01:33,http://127.0.0.1:8090/v1
instruct_value.json,,,,,,,,,,,,,,,,,,,
joint_scene__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,joint_scene,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,independent,400,286,71.5,ok,False,,2149.6,07-28 16:25,http://127.0.0.1:8090/v1
joint_scene__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,joint_scene,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-chrono,400,253,63.2,ok,False,,2149.6,07-28 16:25,http://127.0.0.1:8090/v1
joint_scene__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,joint_scene,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-shuffled,400,191,47.8,ok,False,,2149.6,07-28 16:25,http://127.0.0.1:8090/v1
joint_scene__grimgar03__qwen__qwen3-14b__local-llamacpp.json,joint_scene,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,independent,400,242,60.5,ok,False,af1f99e0,498.9,07-28 06:20,http://127.0.0.1:8090/v1
joint_scene__grimgar03__qwen__qwen3-14b__local-llamacpp.json,joint_scene,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-chrono,400,228,57.0,ok,False,af1f99e0,498.9,07-28 06:20,http://127.0.0.1:8090/v1
joint_scene__grimgar03__qwen__qwen3-14b__local-llamacpp.json,joint_scene,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-shuffled,400,201,50.2,ok,False,af1f99e0,498.9,07-28 06:20,http://127.0.0.1:8090/v1
joint_scene__index18__llama-3.3-70b__thunder-a6000-70b.json,joint_scene,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,independent,99,76,76.8,ok,False,,957.2,07-30 10:39,http://127.0.0.1:8090/v1
joint_scene__index18__llama-3.3-70b__thunder-a6000-70b.json,joint_scene,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-chrono,99,66,66.7,ok,False,,957.2,07-30 10:39,http://127.0.0.1:8090/v1
joint_scene__index18__llama-3.3-70b__thunder-a6000-70b.json,joint_scene,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-shuffled,99,58,58.6,ok,False,,957.2,07-30 10:39,http://127.0.0.1:8090/v1
joint_scene__index18__qwen__qwen3-14b__local-llamacpp.json,joint_scene,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,independent,99,61,61.6,ok,False,04a69e4c,199.5,07-28 23:28,http://127.0.0.1:8090/v1
joint_scene__index18__qwen__qwen3-14b__local-llamacpp.json,joint_scene,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-chrono,99,54,54.5,ok,False,04a69e4c,199.5,07-28 23:28,http://127.0.0.1:8090/v1
joint_scene__index18__qwen__qwen3-14b__local-llamacpp.json,joint_scene,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-shuffled,99,54,54.5,ok,False,04a69e4c,199.5,07-28 23:28,http://127.0.0.1:8090/v1
joint_scene__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,joint_scene,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,independent,139,83,59.7,ok,False,,996.8,07-28 16:42,http://127.0.0.1:8090/v1
joint_scene__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,joint_scene,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-chrono,139,81,58.3,ok,False,,996.8,07-28 16:42,http://127.0.0.1:8090/v1
joint_scene__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,joint_scene,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-shuffled,139,61,43.9,ok,False,,996.8,07-28 16:42,http://127.0.0.1:8090/v1
joint_scene__mushoku16__qwen__qwen3-14b__local-llamacpp.json,joint_scene,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,independent,139,72,51.8,ok,False,af1f99e0,213.6,07-28 06:23,http://127.0.0.1:8090/v1
joint_scene__mushoku16__qwen__qwen3-14b__local-llamacpp.json,joint_scene,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-chrono,139,66,47.5,ok,False,af1f99e0,213.6,07-28 06:23,http://127.0.0.1:8090/v1
joint_scene__mushoku16__qwen__qwen3-14b__local-llamacpp.json,joint_scene,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-shuffled,139,68,48.9,ok,False,af1f99e0,213.6,07-28 06:23,http://127.0.0.1:8090/v1
joint_scene__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,joint_scene,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,independent,162,96,59.3,ok,False,,1996.3,07-30 11:12,http://127.0.0.1:8090/v1
joint_scene__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,joint_scene,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-chrono,162,113,69.8,ok,False,,1996.3,07-30 11:12,http://127.0.0.1:8090/v1
joint_scene__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,joint_scene,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,joint-shuffled,162,71,43.8,ok,False,,1996.3,07-30 11:12,http://127.0.0.1:8090/v1
joint_scene__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,joint_scene,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,independent,162,79,48.8,ok,False,04a69e4c,538.3,07-28 23:37,http://127.0.0.1:8090/v1
joint_scene__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,joint_scene,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-chrono,162,74,45.7,ok,False,04a69e4c,538.3,07-28 23:37,http://127.0.0.1:8090/v1
joint_scene__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,joint_scene,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,joint-shuffled,162,74,45.7,ok,False,04a69e4c,538.3,07-28 23:37,http://127.0.0.1:8090/v1
lora_serving_eval__cloud-alldata.json,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,base,772,453,58.7,ok,False,,6206.6,08-03 01:14,http://127.0.0.1:8090/v1
lora_serving_eval__cloud-alldata.json,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,lora,772,529,68.5,ok,False,,6206.6,08-03 01:14,http://127.0.0.1:8090/v1
lora_serving_eval__cloud-curve-25.json,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,base,385,248,64.4,ok,False,,2253.6,08-02 18:55,http://127.0.0.1:8090/v1
lora_serving_eval__cloud-curve-25.json,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,lora,385,262,68.1,ok,False,,2253.6,08-02 18:55,http://127.0.0.1:8090/v1
lora_serving_eval__cloud-curve-50.json,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,base,385,248,64.4,ok,False,,1984.6,08-02 19:29,http://127.0.0.1:8090/v1
lora_serving_eval__cloud-curve-50.json,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,lora,385,280,72.7,ok,False,,1984.6,08-02 19:29,http://127.0.0.1:8090/v1
lora_serving_eval__cloud-curve-75.json,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,base,385,248,64.4,ok,False,,1929.7,08-03 03:17,http://127.0.0.1:8090/v1
lora_serving_eval__cloud-curve-75.json,lora_serving_eval,grimgar03,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-kwami7f2-main,llama.cpp-cuda,32768,1,f16?,lora,385,295,76.6,ok,False,,1929.7,08-03 03:17,http://127.0.0.1:8090/v1
lora_serving_eval__local-rocm-lora-b2.json,lora_serving_eval,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,f16?,base,225,137,60.9,ok,False,c9184901,19529.9,08-02 21:49,http://127.0.0.1:8090/v1
lora_serving_eval__local-rocm-lora-b2.json,lora_serving_eval,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,f16?,lora,225,156,69.3,ok,False,c9184901,19529.9,08-02 21:49,http://127.0.0.1:8090/v1
lora_serving_eval__local-rocm-lora.json,lora_serving_eval,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,f16?,base,547,394,72.0,ok,True,05f0d306,28194.5,08-02 16:23,http://127.0.0.1:8090/v1
lora_serving_eval__local-rocm-lora.json,lora_serving_eval,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,f16?,lora,547,417,76.2,ok,True,05f0d306,28194.5,08-02 16:23,http://127.0.0.1:8090/v1
narrator_prior__grimgar03__qwen__qwen3-14b__local-llamacpp.json,narrator_prior,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,400,229,57.2,ok,False,25429468,2180.7,07-28 12:59,http://127.0.0.1:8090/v1
narrator_prior__grimgar03__qwen__qwen3-14b__local-llamacpp.json,narrator_prior,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,narrator,400,241,60.2,ok,False,25429468,2180.7,07-28 12:59,http://127.0.0.1:8090/v1
narrator_prior__index18__qwen__qwen3-14b__local-llamacpp.json,narrator_prior,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,99,64,64.6,ok,False,04a69e4c,1021.5,07-29 01:24,http://127.0.0.1:8090/v1
narrator_prior__index18__qwen__qwen3-14b__local-llamacpp.json,narrator_prior,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,narrator,99,65,65.7,ok,False,04a69e4c,1021.5,07-29 01:24,http://127.0.0.1:8090/v1
narrator_prior__mushoku16__qwen__qwen3-14b__local-llamacpp.json,narrator_prior,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,139,72,51.8,ok,False,2ca9413c,842.4,07-28 12:22,http://127.0.0.1:8090/v1
narrator_prior__mushoku16__qwen__qwen3-14b__local-llamacpp.json,narrator_prior,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,narrator,139,78,56.1,ok,False,2ca9413c,842.4,07-28 12:22,http://127.0.0.1:8090/v1
narrator_prior__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,narrator_prior,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,baseline,162,62,38.3,ok,False,04a69e4c,1783.8,07-28 23:24,http://127.0.0.1:8090/v1
narrator_prior__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,narrator_prior,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,narrator,162,63,38.9,ok,False,04a69e4c,1783.8,07-28 23:24,http://127.0.0.1:8090/v1
nonprose_split.json,,,,,,,,,,,,,,,,,,,
prose_vs_nonprose.json,,,,,,,,,,,,,,,,,,,
prose_vs_nonprose_v2.json,,,,,,,,,,,,,,,,,,,
reasoning_arms__grimgar03__google__gemma-3-27b__thunder-a6000.json,reasoning_arms,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,baseline,400,286,71.5,ok,False,13e9a77a,9454.9,07-27 14:33,https://lho3lk5l-1234.thundercompute.net/v1
reasoning_arms__grimgar03__google__gemma-3-27b__thunder-a6000.json,reasoning_arms,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,because,400,289,72.2,ok,False,13e9a77a,9454.9,07-27 14:33,https://lho3lk5l-1234.thundercompute.net/v1
reasoning_arms__grimgar03__google__gemma-3-27b__thunder-a6000.json,reasoning_arms,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,scaffold,400,273,68.2,ok,False,13e9a77a,9454.9,07-27 14:33,https://lho3lk5l-1234.thundercompute.net/v1
reasoning_arms__grimgar03__google__gemma-3-27b__thunder-a6000.json,reasoning_arms,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,thinking,400,285,71.2,ok,False,13e9a77a,9454.9,07-27 14:33,https://lho3lk5l-1234.thundercompute.net/v1
reasoning_arms__grimgar03__google__gemma-3-27b__thunder-a6000.json,reasoning_arms,grimgar03,google/gemma-3-27b,cloud-a6000-lmstudio,mitch-linux,lmstudio,16384,1,f16?,scaffold_thinking,400,273,68.2,ok,False,13e9a77a,9454.9,07-27 14:33,https://lho3lk5l-1234.thundercompute.net/v1
reasoning_arms__grimgar03__mistralai__magistral-small__thunder-a6000-loopback.json,reasoning_arms,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,baseline,400,256,64.0,ok,False,,8256.2,07-28 03:04,http://127.0.0.1:1234/v1
reasoning_arms__grimgar03__mistralai__magistral-small__thunder-a6000-loopback.json,reasoning_arms,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,because,400,247,61.8,ok,False,,8256.2,07-28 03:04,http://127.0.0.1:1234/v1
reasoning_arms__grimgar03__mistralai__magistral-small__thunder-a6000-loopback.json,reasoning_arms,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,scaffold,400,208,52.0,ok,False,,8256.2,07-28 03:04,http://127.0.0.1:1234/v1
reasoning_arms__grimgar03__mistralai__magistral-small__thunder-a6000-loopback.json,reasoning_arms,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,thinking,400,252,63.0,ok,False,,8256.2,07-28 03:04,http://127.0.0.1:1234/v1
reasoning_arms__grimgar03__mistralai__magistral-small__thunder-a6000-loopback.json,reasoning_arms,grimgar03,mistralai/magistral-small,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,scaffold_thinking,400,208,52.0,ok,False,,8256.2,07-28 03:04,http://127.0.0.1:1234/v1
reasoning_arms__grimgar03__qwen__qwen3-14b.json,reasoning_arms,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,baseline,400,226,56.5,ok,True,33ceeccd,8588.7,07-27 11:29,http://localhost:1234/v1
reasoning_arms__grimgar03__qwen__qwen3-14b.json,reasoning_arms,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,because,400,219,54.8,ok,True,33ceeccd,8588.7,07-27 11:29,http://localhost:1234/v1
reasoning_arms__grimgar03__qwen__qwen3-14b.json,reasoning_arms,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,scaffold,400,210,52.5,ok,True,33ceeccd,8588.7,07-27 11:29,http://localhost:1234/v1
reasoning_arms__grimgar03__qwen__qwen3-14b.json,reasoning_arms,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,thinking,400,265,66.2,ok,True,33ceeccd,8588.7,07-27 11:29,http://localhost:1234/v1
reasoning_arms__grimgar03__qwen__qwen3-14b.json,reasoning_arms,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,scaffold_thinking,400,226,56.5,ok,True,33ceeccd,8588.7,07-27 11:29,http://localhost:1234/v1
reasoning_arms__grimgar03__qwen__qwen3-32b__thunder-a6000-loopback.json,reasoning_arms,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,baseline,400,269,67.2,ok,False,,21565.9,07-28 00:45,http://127.0.0.1:1234/v1
reasoning_arms__grimgar03__qwen__qwen3-32b__thunder-a6000-loopback.json,reasoning_arms,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,because,400,270,67.5,ok,False,,21565.9,07-28 00:45,http://127.0.0.1:1234/v1
reasoning_arms__grimgar03__qwen__qwen3-32b__thunder-a6000-loopback.json,reasoning_arms,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,scaffold,400,231,57.8,ok,False,,21565.9,07-28 00:45,http://127.0.0.1:1234/v1
reasoning_arms__grimgar03__qwen__qwen3-32b__thunder-a6000-loopback.json,reasoning_arms,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,thinking,400,289,72.2,ok,False,,21565.9,07-28 00:45,http://127.0.0.1:1234/v1
reasoning_arms__grimgar03__qwen__qwen3-32b__thunder-a6000-loopback.json,reasoning_arms,grimgar03,qwen/qwen3-32b,cloud-a6000-lmstudio,instance-lho3lk5l-main,lmstudio,16384,1,f16?,scaffold_thinking,400,274,68.5,ok,False,,21565.9,07-28 00:45,http://127.0.0.1:1234/v1
reasoning_arms__index18__qwen__qwen3-14b__local-llamacpp.json,reasoning_arms,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,99,61,61.6,ok,False,eff60648,8280.2,07-29 06:42,http://127.0.0.1:8090/v1
reasoning_arms__index18__qwen__qwen3-14b__local-llamacpp.json,reasoning_arms,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,because,99,62,62.6,ok,False,eff60648,8280.2,07-29 06:42,http://127.0.0.1:8090/v1
reasoning_arms__index18__qwen__qwen3-14b__local-llamacpp.json,reasoning_arms,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,scaffold,99,56,56.6,ok,False,eff60648,8280.2,07-29 06:42,http://127.0.0.1:8090/v1
reasoning_arms__index18__qwen__qwen3-14b__local-llamacpp.json,reasoning_arms,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,thinking,99,68,68.7,ok,False,eff60648,8280.2,07-29 06:42,http://127.0.0.1:8090/v1
reasoning_arms__index18__qwen__qwen3-14b__local-llamacpp.json,reasoning_arms,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,scaffold_thinking,99,68,68.7,ok,False,eff60648,8280.2,07-29 06:42,http://127.0.0.1:8090/v1
reasoning_arms__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,reasoning_arms,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,162,70,43.2,ok,False,eff60648,12654.2,07-29 10:13,http://127.0.0.1:8090/v1
reasoning_arms__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,reasoning_arms,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,because,162,77,47.5,ok,False,eff60648,12654.2,07-29 10:13,http://127.0.0.1:8090/v1
reasoning_arms__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,reasoning_arms,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,scaffold,162,63,38.9,ok,False,eff60648,12654.2,07-29 10:13,http://127.0.0.1:8090/v1
reasoning_arms__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,reasoning_arms,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,thinking,162,63,38.9,ok,False,eff60648,12654.2,07-29 10:13,http://127.0.0.1:8090/v1
reasoning_arms__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,reasoning_arms,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,scaffold_thinking,162,70,43.2,ok,False,eff60648,12654.2,07-29 10:13,http://127.0.0.1:8090/v1
reasoning_arms__qwen__qwen3-14b.json,reasoning_arms,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,baseline,139,55,39.6,ok,True,8df63fb5,5021.5,07-27 00:13,http://localhost:1234/v1
reasoning_arms__qwen__qwen3-14b.json,reasoning_arms,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,because,139,70,50.4,ok,True,8df63fb5,5021.5,07-27 00:13,http://localhost:1234/v1
reasoning_arms__qwen__qwen3-14b.json,reasoning_arms,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,scaffold,139,57,41.0,ok,True,8df63fb5,5021.5,07-27 00:13,http://localhost:1234/v1
reasoning_arms__qwen__qwen3-14b.json,reasoning_arms,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,thinking,139,58,41.7,ok,True,8df63fb5,5021.5,07-27 00:13,http://localhost:1234/v1
reasoning_arms__qwen__qwen3-14b.json,reasoning_arms,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,scaffold_thinking,139,67,48.2,ok,True,8df63fb5,5021.5,07-27 00:13,http://localhost:1234/v1
reasoning_check__grimgar03__qwen__qwen3-14b__local-llamacpp.json,reasoning_check,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,plain,396,230,58.1,ok,False,1c5f3b38,3748.4,07-28 17:55,http://127.0.0.1:8090/v1
reasoning_check__grimgar03__qwen__qwen3-14b__local-llamacpp.json,reasoning_check,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,reasoned,396,235,59.3,ok,False,1c5f3b38,3748.4,07-28 17:55,http://127.0.0.1:8090/v1
reasoning_check__index18__qwen__qwen3-14b__local-llamacpp.json,reasoning_check,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,plain,99,62,62.6,ok,False,04a69e4c,1966.4,07-29 03:26,http://127.0.0.1:8090/v1
reasoning_check__index18__qwen__qwen3-14b__local-llamacpp.json,reasoning_check,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,reasoned,99,58,58.6,ok,False,04a69e4c,1966.4,07-29 03:26,http://127.0.0.1:8090/v1
reasoning_check__mushoku16__qwen__qwen3-14b__local-llamacpp.json,reasoning_check,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,plain,139,71,51.1,ok,False,e0770a5e,1970.5,07-28 18:28,http://127.0.0.1:8090/v1
reasoning_check__mushoku16__qwen__qwen3-14b__local-llamacpp.json,reasoning_check,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,reasoned,139,67,48.2,ok,False,e0770a5e,1970.5,07-28 18:28,http://127.0.0.1:8090/v1
reasoning_check__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,reasoning_check,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,plain,162,66,40.7,ok,False,eff60648,2902.2,07-29 04:14,http://127.0.0.1:8090/v1
